event_name,event_dates,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,alpha_filter,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,short_name_check,products_check,qa_notes,signo_status,repeat_reason,matched_crm_email,matched_crm_domain,matched_crm_company,candidate_emails,candidate_top_domains,source_sheet,source_removed_reason,website_email_status,website_email_source_url,website_email_notes,main email,main_email_reason
InterCHARM 2026,14–17 октября 2026,Бьюти Invent,Бьюти Invent,косметологическое оборудование; инъекционная косметология; косметологические инструменты,RUS,Киров,,,,Аппаратная косметология; Инъекционная косметология; Косметологические инструменты,"Бьюти Invent представляет огромный ассортимент профессиональных аппаратов для косметологии. У нас есть все для оснащения вашего салона или кабинета. | Мы — компания, которая специализируется на производстве мебели и оборудования для мастеров бьюти-сферы. Мы создаём функциональную и удобную мебель для салонов и частных мастеров, учитывая особенности работы специалистов и требования современного beauty-бизнеса. Помимо собственного производства, мы привозим аппараты для косметологии и других направлений бьюти-сферы под индивидуальный запрос клиента. Помогаем подобрать необходимое оборудование, найти подходящее решение и организовать его доставку. Наша задача — предоставить мастеру всё необходимое для комфортной и профессиональной работы. | На нашем стенде представлены аппараты для коррекции фигуры собственного производства, разработанные с учётом потребностей современных специалистов, а также оборудование напрямую с фабрики в Китае",,https://vk.ru/beautyinventkirov,manusha.11@mail.ru,+7 951 350 45 01,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6a68c25581e2ea78991864ae/-/-/-,6a68c25581e2ea78991864ae,RUS_product_candidate,"Аппаратная косметология; Инъекционная косметология; Косметологические инструменты | Бьюти Invent представляет огромный ассортимент профессиональных аппаратов для косметологии. У нас есть все для оснащения вашего салона или кабинета. | Мы — компания, которая специализируется на производстве мебели и оборудования для мастеров бьюти-сферы. Мы создаём функциональную и удобную мебель для салонов и частных мастеров, учитывая особенности работы специалистов и требования современного beauty-бизнеса. Помимо собственного производства, мы привозим аппараты для косметологии и других направлений бьюти-сферы под индивидуальный запрос клиента. Помогаем подобрать необходимое оборудование, найти подходящее решение и организовать его доставку. Наша задача — предоставить мастеру всё необходимое для комфортной и профессиональной работы. | На нашем стенде представлены аппараты для коррекции фигуры собственно",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,repeat,owned domain match in Twenty repeat index: vk.ru,,vk.ru,Кондитерская фабрика Верность качеству,manusha.11@mail.ru,vk.ru,official_expovr_catalog_api,,official_email_present,,,manusha.11@mail.ru,official catalogue public email
InterCHARM 2026,14–17 октября 2026,Бьюти Инструмент,Бьюти Инструмент,косметика для волос; косметологическое оборудование,RUS,Москва,,,,,"Крупнейший в России поставщик и производитель косметологического оборудования для салонов красоты, частных косметологов и медицинских центров. | Beauty Instrument занимается подставками косметологического оборудования более 10 лет. Есть своя линейка аппаратов, а также собственное производство оборудования для медицинских центров и клиник. Представлено свыше 700 моделей аппаратов: • Коррекция фигуры • Омоложение и подтяжка • Эстетика лица • Удаление волос • Косметологические комбайны • SPA-комплексы Сертифицированный Учебный центр аппаратной косметологии Beauty Instrument: онлайн и оффлайн обучение. Сервисный центр Beauty Instrument: ремонт любого косметологического оборудования. | На стенде Beauty Instrument вас ждет: • Презентация топовых аппаратов в бьюти индустрии • Бесплатные мастер-классы: Процедуры игольчатого RF-лифтинга Электромагнитная стимуляции мышц Вакуумная кавитация Элос-омоложение Карбоновый пилинг • Каждый день розыгрыш призов • Море полезной информации и литры шампанского всем участникам","Lifting Expert, Super Power, Vascular Expert, Hybrid Prof, AnchorFree",https://beautyinstrument.ru/,director@beautyinstrument.ru,+7 499 346 63 56,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6a95a6143458addbca9d86f8/-/-/-,6a95a6143458addbca9d86f8,RUS_product_candidate,"Крупнейший в России поставщик и производитель косметологического оборудования для салонов красоты, частных косметологов и медицинских центров. | Beauty Instrument занимается подставками косметологического оборудования более 10 лет. Есть своя линейка аппаратов, а также собственное производство оборудования для медицинских центров и клиник. Представлено свыше 700 моделей аппаратов: • Коррекция фигуры • Омоложение и подтяжка • Эстетика лица • Удаление волос • Косметологические комбайны • SPA-комплексы Сертифицированный Учебный центр аппаратной косметологии Beauty Instrument: онлайн и оффлайн обучение. Сервисный центр Beauty Instrument: ремонт любого косметологического оборудования. | На стенде Beauty Instrument вас ждет: • Презентация топовых аппаратов в бьюти индустрии • Бесплатные мастер-классы: Процедуры игольчатого RF-лифтинга Электромагнитная стимуляции мышц Вакуумная кавитация Элос-ом",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,new,no exact email/domain/name match in read-only Twenty repeat index,,,,director@beautyinstrument.ru,beautyinstrument.ru,official_expovr_catalog_api,,official_email_present,,,director@beautyinstrument.ru,official catalogue public email
InterCHARM 2026,14–17 октября 2026,"Бьюти Минводы, Beauty Show Krasnodar","Бьюти Минводы, Beauty Show Krasnodar",материалы для маникюра и педикюра,RUS,Краснодар,,,,Отраслевые организации; пресса,"Выставки для профессионалов индустрии красоты: ""Бьюти Минводы"" 28-30 октября 2026, Минеральные Воды; Beauty Show Krasnodar 26-28 мая 2027, Краснодар | «Бьюти Минводы» (28–30 октября 2026, Минеральные Воды) — выставка, посвящённая технологиям и решениям в области эстетической косметологии. Формат создан для специалистов СКФО, работающих в косметологических центрах и клиниках, медицинских и СПА-центрах, косметологических отделениях санаторно-курортных учреждений и частной практике. Beauty Show Krasnodar (26–28 мая 2027, Краснодар) — одна из ключевых отраслевых выставок Юга России с многолетней историей. Событие собирает сильный состав участников в сегментах косметологии, парикмахерского искусства, ногтевого сервиса и визажа. | Обсудите с менеджерами выставок преимущества участия: -Прямой выход на рынки СКФО и Юга России: Вы охватываете сразу два крупнейших макрорегиона — Ставрополье, республики Северного Кавказа, Кубань и Крым. -Доступ к локальным заказчикам: Личные встречи с тысячами владельцев салонов, клиник и топ-мастеров, которые ищут новые бренды и готовы закупать продукцию напрямую -Новые партнерства: Южный бизнес строится на личных знакомствах — закройте сделки, которые сложнее совершить через онлайн-переписку. -Низкая конкуренция и свободные ниши: Региональные рынки открыты для новых технологий и продуктов","Выставки Бьюти Минводы, Beauty Show Krasnodar",https://www.beautymv.ru,beautymv@mvk.ru,+7 861 206 48 68,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6aa7a3da3458addbcab2615e/-/-/-,6aa7a3da3458addbcab2615e,RUS_product_candidate,"Отраслевые организации; пресса | Выставки для профессионалов индустрии красоты: ""Бьюти Минводы"" 28-30 октября 2026, Минеральные Воды; Beauty Show Krasnodar 26-28 мая 2027, Краснодар | «Бьюти Минводы» (28–30 октября 2026, Минеральные Воды) — выставка, посвящённая технологиям и решениям в области эстетической косметологии. Формат создан для специалистов СКФО, работающих в косметологических центрах и клиниках, медицинских и СПА-центрах, косметологических отделениях санаторно-курортных учреждений и частной практике. Beauty Show Krasnodar (26–28 мая 2027, Краснодар) — одна из ключевых отраслевых выставок Юга России с многолетней историей. Событие собирает сильный состав участников в сегментах косметологии, парикмахерского искусства, ногтевого сервиса и визажа. | Обсудите с менеджерами выставок преимущества участия: -Прямой выход на рынки СКФО и Юга России: Вы охватываете сразу два крупнейших ",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,new,no exact email/domain/name match in read-only Twenty repeat index,,,,beautymv@mvk.ru,beautymv.ru; mvk.ru,official_expovr_catalog_api,,official_email_present,,,beautymv@mvk.ru,official catalogue public email
InterCHARM 2026,14–17 октября 2026,Бьютикс,Бьютикс,"косметика anti-age; лечебная косметика и космецевтика; профессиональная косметика, межкурсовый уход; биотехнологические косметологические препараты",RUS,Москва,,,,"Косметика anti-age; Космецевтика; Профессиональная косметика, межкурсовый уход","Дистрибьютор профессиональных и космецевтических брендов со всего мира, объединяющий в своём портфеле эффективные и проверенные временем решения. | Мы начали в 2008 году с одной идеи — сделать профессиональную красоту понятной и честной. Сегодня Бьютикс — это дистрибьютор глобальных брендов, объединённых наукой, безопасностью и wow-результатом. Мы обучаем специалистов, снабжаем салоны маркетинговыми инструментами и остаёмся на связи — от первой консультации до послепродажной поддержки. | В рамках InterCHARM 2025 мы представим на российском рынке новый международный бренд космецевтики Esderma MD, а также продукты брендов Masktini (США) и TIZO® (США), которые уже успели завоевать доверие профессионалов и потребителей в разных странах.","TiZO, Phyto-C, Esderma MD, Masktini, RejudiCare",https://beautix.ru/,i.love@beautix.ru,+7 495 108 58 46,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6a46898081e2ea78990da390/-/-/-,6a46898081e2ea78990da390,RUS_product_candidate,"Косметика anti-age; Космецевтика; Профессиональная косметика, межкурсовый уход | Дистрибьютор профессиональных и космецевтических брендов со всего мира, объединяющий в своём портфеле эффективные и проверенные временем решения. | Мы начали в 2008 году с одной идеи — сделать профессиональную красоту понятной и честной. Сегодня Бьютикс — это дистрибьютор глобальных брендов, объединённых наукой, безопасностью и wow-результатом. Мы обучаем специалистов, снабжаем салоны маркетинговыми инструментами и остаёмся на связи — от первой консультации до послепродажной поддержки. | В рамках InterCHARM 2025 мы представим на российском рынке новый международный бренд космецевтики Esderma MD, а также продукты брендов Masktini (США) и TIZO® (США), которые уже успели завоевать доверие профессионалов и потребителей в разных странах. | brand: TiZO, Phyto-C, Esderma MD, Masktini, RejudiCare",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,repeat,normalized company name match in Twenty repeat index: бьютикс,,,Бьютикс,i.love@beautix.ru,beautix.ru,official_expovr_catalog_api,,official_email_present,,,i.love@beautix.ru,official catalogue public email
InterCHARM 2026,14–17 октября 2026,Вuenohair,Вuenohair,косметика для волос,RUS,Санкт-Петербург,,,,Волосы для наращивания,"Мы производство волос с 2008г и одна из немногих фабрик, умеющих делать профессиональные ленты, genius weft, капсулы, трессы, волосы на заколках и др | BUENOHAIR - российский производитель натуральных волос с собственным производством полного цикла в Санкт-Петербурге с 2008 года. Мы не просто продаём волосы, а создаем продукт под задачу клиента: отбеливаем, окрашиваем и производим срезы, капсулы, ленты, моноленты, микротрессы Genius Weft, ручные трессы, волосы на заколках и шиньоны. Наше ключевое отличие - гибкость производства: можем изготовить нужный цвет, длину и изделие под заказ, в том числе из волос клиента. Работаем с мастерами, салонами и оптовыми партнёрами в России и за рубежом. BUENOHAIR. Мы производим. Ваш бренд растёт | Ищете новые продукты, технологии или надёжного производителя волос? Приходите на стенд BUENOHAIR. Вживую оцените качество натуральных волос, капсул, лент, монолент, микротрессов Genius Weft, ручных трессов, волос на заколках и шиньонов. Мастерам и салонам поможем расширить ассортимент и увеличить средний чек, оптовикам предложим производство и запуск собственной линейки. Только в дни InterCHARM действуют специальные условия. Приходите обсудить, как BUENOHAIR может помочь вашему бизнесу расти.",Buenohair,https://buenohair.ru,buenohairsalon@mail.ru,+7 921 977 77 61,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6a9ea19a3458addbcaa87e7a/-/-/-,6a9ea19a3458addbcaa87e7a,RUS_product_candidate,"Волосы для наращивания | Мы производство волос с 2008г и одна из немногих фабрик, умеющих делать профессиональные ленты, genius weft, капсулы, трессы, волосы на заколках и др | BUENOHAIR - российский производитель натуральных волос с собственным производством полного цикла в Санкт-Петербурге с 2008 года. Мы не просто продаём волосы, а создаем продукт под задачу клиента: отбеливаем, окрашиваем и производим срезы, капсулы, ленты, моноленты, микротрессы Genius Weft, ручные трессы, волосы на заколках и шиньоны. Наше ключевое отличие - гибкость производства: можем изготовить нужный цвет, длину и изделие под заказ, в том числе из волос клиента. Работаем с мастерами, салонами и оптовыми партнёрами в России и за рубежом. BUENOHAIR. Мы производим. Ваш бренд растёт | Ищете новые продукты, технологии или надёжного производителя волос? Приходите на стенд BUENOHAIR. Вживую оцените качество натуральны",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,new,no exact email/domain/name match in read-only Twenty repeat index,,,,buenohairsalon@mail.ru,buenohair.ru,official_expovr_catalog_api,,found,https://buenohair.ru/,public website enrichment,buenohairsalon@mail.ru,public website enrichment
InterCHARM 2026,14–17 октября 2026,ВАУ,ВАУ,домашний уход за кожей; косметологические девайсы для ухода за кожей,RUS,Москва,,,,,"WAU - ЭТО САМЫЕ СОВРЕМЕННЫЕ ИННОВАЦИОННЫЕ ТЕХНОЛОГИИ ДЛЯ ОМОЛОЖЕНИЯ, ПОДДЕРЖАНИЯ КРАСОТЫ И ЗДОРОВЬЯ ВАШЕЙ КОЖИ В ДОМАШНИХ УСЛОВИЯХ | Пять лет вы знали нас как бренд L&L Skin. Изначально наш ассортимент состоял только из товаров по уходу за кожей, что находило отражение в названии. Ваша обратная связь вдохновляет нас, поэтому мы стремимся давать вам больше, чем просто уход за кожей. За последний год вы сказали нам “ВАУ” 10253 раза в своих отзывах. Ваши WAU эмоции и WAU результаты воодушевили нас стать WAU. | На стенде будут представлены инновационные девайсы для молодости и здоровья вашей кожи, подобрать которые вам сможет опытный косметолог, который будет консультировать посетителей прямо на стенде. Также будут действовать скидки и выгодные предложения, будут раздаваться тестеры и разыгрываться подарки!","WAU, PETIT RA",https://wau.ru,zakaz@wau.ru,+7 800 600 33 61,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6a468bd881e2ea78990da4a1/-/-/-,6a468bd881e2ea78990da4a1,RUS_product_candidate,"WAU - ЭТО САМЫЕ СОВРЕМЕННЫЕ ИННОВАЦИОННЫЕ ТЕХНОЛОГИИ ДЛЯ ОМОЛОЖЕНИЯ, ПОДДЕРЖАНИЯ КРАСОТЫ И ЗДОРОВЬЯ ВАШЕЙ КОЖИ В ДОМАШНИХ УСЛОВИЯХ | Пять лет вы знали нас как бренд L&L Skin. Изначально наш ассортимент состоял только из товаров по уходу за кожей, что находило отражение в названии. Ваша обратная связь вдохновляет нас, поэтому мы стремимся давать вам больше, чем просто уход за кожей. За последний год вы сказали нам “ВАУ” 10253 раза в своих отзывах. Ваши WAU эмоции и WAU результаты воодушевили нас стать WAU. | На стенде будут представлены инновационные девайсы для молодости и здоровья вашей кожи, подобрать которые вам сможет опытный косметолог, который будет консультировать посетителей прямо на стенде. Также будут действовать скидки и выгодные предложения, будут раздаваться тестеры и разыгрываться подарки! | brand: WAU, PETIT RA",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,new,no exact email/domain/name match in read-only Twenty repeat index,,,,zakaz@wau.ru,wau.ru,official_expovr_catalog_api,,official_email_present,,,zakaz@wau.ru,official catalogue public email
InterCHARM 2026,14–17 октября 2026,ВИЛСЕН,Вилсен,мужская косметика; средства личной гигиены и гигиена полости рта; уход за кожей лица и тела,RUS,Москва,,13E2,Зал 13 – Косметика и парфюмерия. Бытовая химия.,Мужская косметика; Средства личной гигиены и гигиена полости рта; Уход за кожей лица и тела; Зал 13 – Косметика и парфюмерия. Бытовая химия.,"Компания ВИЛСЕН ГРУПП – это холдинг, включающий в себя предприятие по производству косметических средств и тубные заводы. | Компания ВИЛСЕН ГРУПП – это холдинг, включающий в себя предприятие по производству косметических средств и тубные заводы. Сегодня ВИЛСЕН ГРУПП одна из немногих производственных компаний России, стабильно работающих на внутреннем рынке уже более 10 лет. В активном портфеле компании более 500 наименований качественных и доступных косметических продуктов Постоянно растущая компания, предлагающая широкий спектр косметических товаров.Мы постоянно отслеживаем новинки и тенденции рынка, предлагая своим покупателям самые современные продукты по привлекательной цене. | Посетите наш стенд, чтобы вживую познакомиться со всеми ключевыми инновациями и продуктовыми новинками компании VILSEN.",Vilsen,https://vilsen.ru,m.pozdnyakova@fcosmetic.ru,+7 963 601 19 07,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6aa7dd4d3458addbcab30141/-/-/-,6aa7dd4d3458addbcab30141,RUS_product_candidate,"Мужская косметика; Средства личной гигиены и гигиена полости рта; Уход за кожей лица и тела; Зал 13 – Косметика и парфюмерия. Бытовая химия. | Компания ВИЛСЕН ГРУПП – это холдинг, включающий в себя предприятие по производству косметических средств и тубные заводы. | Компания ВИЛСЕН ГРУПП – это холдинг, включающий в себя предприятие по производству косметических средств и тубные заводы. Сегодня ВИЛСЕН ГРУПП одна из немногих производственных компаний России, стабильно работающих на внутреннем рынке уже более 10 лет. В активном портфеле компании более 500 наименований качественных и доступных косметических продуктов Постоянно растущая компания, предлагающая широкий спектр косметических товаров.Мы постоянно отслеживаем новинки и тенденции рынка, предлагая своим покупателям самые современные продукты по привлекательной цене. | Посетите наш стенд, чтобы вживую познакомиться со всеми ключевыми ",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,repeat,owned domain match in Twenty repeat index: vilsen.ru,,vilsen.ru,Вилсен Групп,m.pozdnyakova@fcosmetic.ru,fcosmetic.ru; vilsen.ru,official_expovr_catalog_api,,official_email_present,,,m.pozdnyakova@fcosmetic.ru,official catalogue public email
InterCHARM 2026,14–17 октября 2026,ВИРЭЙ,ВИРЭЙ,домашний уход за волосами; профессиональная косметика для волос и кожи головы,RUS,Москва,,,,Домашний уход за волосами; Окрашивание волос; Профессиональная косметика для волос и кожи головы,"Вирэй - крупная российская дистрибьюторская компания, основанная 24 июля 1992 года во Владивостоке | COLOREAST — первая профессиональная краска для волос, объединившая в себе высочайшие европейские стандарты качества и передовые технологии Азии. Лепота — профессиональная продукция для окрашивания и ухода за волосами. Все продукты бренда подобраны исходя из потребностей и особенностей российских потребителей и основаны на трех принципах: высокое качество, простота применения и максимальная эффективность. | На стенде можно ознакомиться с товарами наших брендов и обменяться контактами для дальнейшего сотрудничества.","Лепота, Coloreast",https://coloreast.ru/,brandpm.msk@wera-rus.com,+7 914 680 74 10,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6aa170ae3458addbcaadf9c1/-/-/-,6aa170ae3458addbcaadf9c1,RUS_product_candidate,"Домашний уход за волосами; Окрашивание волос; Профессиональная косметика для волос и кожи головы | Вирэй - крупная российская дистрибьюторская компания, основанная 24 июля 1992 года во Владивостоке | COLOREAST — первая профессиональная краска для волос, объединившая в себе высочайшие европейские стандарты качества и передовые технологии Азии. Лепота — профессиональная продукция для окрашивания и ухода за волосами. Все продукты бренда подобраны исходя из потребностей и особенностей российских потребителей и основаны на трех принципах: высокое качество, простота применения и максимальная эффективность. | На стенде можно ознакомиться с товарами наших брендов и обменяться контактами для дальнейшего сотрудничества. | brand: Лепота, Coloreast",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,new,no exact email/domain/name match in read-only Twenty repeat index,,,,brandpm.msk@wera-rus.com,coloreast.ru; wera-rus.com,official_expovr_catalog_api,,official_email_present,,,brandpm.msk@wera-rus.com,official catalogue public email
InterCHARM 2026,14–17 октября 2026,Вертекс,Вертекс,бытовая химия и хозяйственные товары; средства личной гигиены и гигиена полости рта; уход за кожей лица и тела,RUS,Нижний Новгород,,,,Бытовая химия и хозяйственные товары; Средства личной гигиены и гигиена полости рта; Уход за кожей лица и тела,"Vertex — российская FMCG-компания полного цикла, разрабатывающая и производящая экотовары ежедневного спроса для всей семьи. | Vertex производит бытовую химию, косметику, средства гигиены и товары для животных и развивает собственные FMCG-бренды на рынках России и СНГ. Компания оказывает услуги полного производственного цикла: от R&D и разработки рецептур до упаковки и серийного выпуска. Сильные стороны Vertex — собственная экспертиза, гибкость, скорость вывода продуктов на рынок. Уникальность — сочетание R&D, масштабируемого производства и глубокого понимания потребительского рынка. | На нашем стенде будет представлена продукция в категориях бытовой химии, товаров личной гигиены и косметики брендов Reva Care и Touch for You: новинки, актуальные коллекции и бестселлеры в полноразмерном формате. Вы сможете ближе познакомиться с нашими брендами и продуктами благодаря специальному каталогу с подробным описанием ассортимента. Вас ждут подарки — образцы продукции и брендированные сувениры. А ещё — яркая фотозона и конкурс в социальных сетях с возможностью получить дополнительные призы.",Touch for you / Reva Care,https://vertex-pro.ru,info@vertex-pro.ru,+7 800 707 42 14,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6a46748381e2ea78990d9a36/-/-/-,6a46748381e2ea78990d9a36,RUS_product_candidate,"Бытовая химия и хозяйственные товары; Средства личной гигиены и гигиена полости рта; Уход за кожей лица и тела | Vertex — российская FMCG-компания полного цикла, разрабатывающая и производящая экотовары ежедневного спроса для всей семьи. | Vertex производит бытовую химию, косметику, средства гигиены и товары для животных и развивает собственные FMCG-бренды на рынках России и СНГ. Компания оказывает услуги полного производственного цикла: от R&D и разработки рецептур до упаковки и серийного выпуска. Сильные стороны Vertex — собственная экспертиза, гибкость, скорость вывода продуктов на рынок. Уникальность — сочетание R&D, масштабируемого производства и глубокого понимания потребительского рынка. | На нашем стенде будет представлена продукция в категориях бытовой химии, товаров личной гигиены и косметики брендов Reva Care и Touch for You: новинки, актуальные коллекции и бестселлеры в полно",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,repeat,exact email match in Twenty repeat index: info@vertex-pro.ru,info@vertex-pro.ru,,Вертекс,info@vertex-pro.ru,vertex-pro.ru,official_expovr_catalog_api,,official_email_present,,,info@vertex-pro.ru,official catalogue public email
InterCHARM 2026,14–17 октября 2026,ГЕМ,ГЕМ,ароматы для помещений (свечи; диффузоры); сырье и ингредиенты для производства,RUS,Москва,,15D8,"Зал 15 - Решения для производства косметики, парфюмерии и бытовой химии","Ароматы для помещений (свечи; диффузоры); Сырье и ингредиенты для производства; Зал 15 - Решения для производства косметики, парфюмерии и бытовой химии","Дистрибьютор сырья и отдушек для производства косметики, парфюмерии и бытовой химии. | Многопрофильная группа компаний ГЕМ работает для Вас на рынке поставок сырья для производства косметики и бытовой химии на территории России и СНГ с 2000 года. Более 25 лет вы покупаете и используете нашу продукцию: отдушки (www.otdushki.ru) и химическое сырье (www.gemchem.ru). Каждый день встречаете бытовую химию и косметику с нашими компонентами на полках магазинов. Сегодня основными нашими поставщиками являются производители сырья из Индии, Китая, Бразилии, Малайзии, Турции, Евросоюза. Наши клиенты получают полный комплекс товаров и услуг по оптимально выгодным ценам и наилучшим условиям. | - Проведение встреч; - Получение информации от квалифицированных специалистов; - Презентация новых продуктов и эксклюзивных производителей.","Keva Fragrances, Flavours And Aroma Ingredients",https://gemchem.ru/,raw.info@gemchem.ru,+7 495 223 33 05,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6a4287fe81e2ea78990c71a1/-/-/-,6a4287fe81e2ea78990c71a1,RUS_product_candidate,"Ароматы для помещений (свечи; диффузоры); Сырье и ингредиенты для производства; Зал 15 - Решения для производства косметики, парфюмерии и бытовой химии | Дистрибьютор сырья и отдушек для производства косметики, парфюмерии и бытовой химии. | Многопрофильная группа компаний ГЕМ работает для Вас на рынке поставок сырья для производства косметики и бытовой химии на территории России и СНГ с 2000 года. Более 25 лет вы покупаете и используете нашу продукцию: отдушки (www.otdushki.ru) и химическое сырье (www.gemchem.ru). Каждый день встречаете бытовую химию и косметику с нашими компонентами на полках магазинов. Сегодня основными нашими поставщиками являются производители сырья из Индии, Китая, Бразилии, Малайзии, Турции, Евросоюза. Наши клиенты получают полный комплекс товаров и услуг по оптимально выгодным ценам и наилучшим условиям. | - Проведение встреч; - Получение информации от квалифициро",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,new,no exact email/domain/name match in read-only Twenty repeat index,,,,raw.info@gemchem.ru,gemchem.ru,official_expovr_catalog_api,,official_email_present,,,raw.info@gemchem.ru,official catalogue public email
InterCHARM 2026,14–17 октября 2026,ГЕССЕН ЛАБ,Гессен Лаб,домашний уход за волосами; уход за кожей лица и тела,RUS,Тула,,14В43,Зал 14 – Косметика и парфюмерия. Бытовая химия.,Домашний уход за волосами; Уход за кожей лица и тела; Контрактное производство; Зал 14 – Косметика и парфюмерия. Бытовая химия.; Впервые на выставке,"Производство широкого ассортимента уходовых средств и бытовой химии. Экспертная база, большой опыт, технологичность | Gessen Lab - дочерняя компания крупного химического холдинга и надежный производитель бытовой химии и уходовых средств. Уже 19 лет мы создаем продукты, которым доверяют покупатели и партнеры, объединяя промышленный опыт, собственную лабораторию и сильную экспертную базу. Сегодня компания расширяет портфель: запускает премиальные направления ухода — гели для душа, шампуни и другие продукты на высококачественном сырье. Мы выводим на рынок новые бренды, обновляем дизайн действующих линеек и сохраняем фокус на эффективности, безопасности и современном качестве. | Загляните на наш стенд, чтобы первыми познакомиться с новинками: брендами Gessen и Freshka! Gessen — премиальные гели для душа, шампуни и подарочные наборы с нишевыми парфюмированными отдушками. Freshka — яркая коллекция гелей и жидкого мыла с чистыми моно-ароматами фруктов. На стенде вы сможете протестировать продукты, оценить дизайн и ароматы, а также получить каталоги со всем ассортиментом нашей продукции.",,https://www.gessenlab.ru,info@gessenlab.ru,+7 800 250 81 13,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6a69f71081e2ea78991918e2/-/-/-,6a69f71081e2ea78991918e2,RUS_product_candidate,"Домашний уход за волосами; Уход за кожей лица и тела; Контрактное производство; Зал 14 – Косметика и парфюмерия. Бытовая химия.; Впервые на выставке | Производство широкого ассортимента уходовых средств и бытовой химии. Экспертная база, большой опыт, технологичность | Gessen Lab - дочерняя компания крупного химического холдинга и надежный производитель бытовой химии и уходовых средств. Уже 19 лет мы создаем продукты, которым доверяют покупатели и партнеры, объединяя промышленный опыт, собственную лабораторию и сильную экспертную базу. Сегодня компания расширяет портфель: запускает премиальные направления ухода — гели для душа, шампуни и другие продукты на высококачественном сырье. Мы выводим на рынок новые бренды, обновляем дизайн действующих линеек и сохраняем фокус на эффективности, безопасности и современном качестве. | Загляните на наш стенд, чтобы первыми познакомиться с новинками: ",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,new,no exact email/domain/name match in read-only Twenty repeat index,,,,info@gessenlab.ru,gessenlab.ru,official_expovr_catalog_api,,official_email_present,,,info@gessenlab.ru,official catalogue public email
